"","V1","V2","V3","V4","V5","V6","V7"
"885","3","1","1","3","1","3","unacc"
"886","3","1","1","3","2","1","unacc"
"887","3","1","1","3","2","2","unacc"
"889","3","1","1","3","3","1","unacc"
"891","3","1","1","3","3","3","acc"
"892","3","1","2","1","1","1","unacc"
"893","3","1","2","1","1","2","unacc"
"894","3","1","2","1","1","3","unacc"
"895","3","1","2","1","2","1","unacc"
"896","3","1","2","1","2","2","unacc"
"897","3","1","2","1","2","3","unacc"
"898","3","1","2","1","3","1","unacc"
"899","3","1","2","1","3","2","unacc"
"900","3","1","2","1","3","3","unacc"
"902","3","1","2","2","1","2","unacc"
"903","3","1","2","2","1","3","acc"
"904","3","1","2","2","2","1","unacc"
"905","3","1","2","2","2","2","unacc"
"907","3","1","2","2","3","1","unacc"
"909","3","1","2","2","3","3","acc"
"910","3","1","2","3","1","1","unacc"
"912","3","1","2","3","1","3","acc"
"913","3","1","2","3","2","1","unacc"
"914","3","1","2","3","2","2","acc"
"915","3","1","2","3","2","3","acc"
"916","3","1","2","3","3","1","unacc"
"917","3","1","2","3","3","2","acc"
"918","3","1","2","3","3","3","acc"
"919","3","1","3","1","1","1","unacc"
"920","3","1","3","1","1","2","unacc"
"922","3","1","3","1","2","1","unacc"
"924","3","1","3","1","2","3","unacc"
"925","3","1","3","1","3","1","unacc"
"927","3","1","3","1","3","3","unacc"
"931","3","1","3","2","2","1","unacc"
"932","3","1","3","2","2","2","acc"
"933","3","1","3","2","2","3","acc"
"934","3","1","3","2","3","1","unacc"
"935","3","1","3","2","3","2","acc"
"936","3","1","3","2","3","3","acc"
"937","3","1","3","3","1","1","unacc"
"938","3","1","3","3","1","2","unacc"
"939","3","1","3","3","1","3","acc"
"940","3","1","3","3","2","1","unacc"
"941","3","1","3","3","2","2","acc"
"942","3","1","3","3","2","3","acc"
"943","3","1","3","3","3","1","unacc"
"944","3","1","3","3","3","2","acc"
"945","3","1","3","3","3","3","acc"
"946","3","1","4","1","1","1","unacc"
"947","3","1","4","1","1","2","unacc"
"949","3","1","4","1","2","1","unacc"
"950","3","1","4","1","2","2","unacc"
"951","3","1","4","1","2","3","unacc"
"952","3","1","4","1","3","1","unacc"
"955","3","1","4","2","1","1","unacc"
"956","3","1","4","2","1","2","unacc"
"957","3","1","4","2","1","3","acc"
"958","3","1","4","2","2","1","unacc"
"959","3","1","4","2","2","2","acc"
"961","3","1","4","2","3","1","unacc"
"962","3","1","4","2","3","2","acc"
"963","3","1","4","2","3","3","acc"
"964","3","1","4","3","1","1","unacc"
"965","3","1","4","3","1","2","unacc"
"967","3","1","4","3","2","1","unacc"
"969","3","1","4","3","2","3","acc"
"971","3","1","4","3","3","2","acc"
"972","3","1","4","3","3","3","acc"
"973","3","2","1","1","1","1","unacc"
"974","3","2","1","1","1","2","unacc"
"975","3","2","1","1","1","3","unacc"
"976","3","2","1","1","2","1","unacc"
"977","3","2","1","1","2","2","unacc"
"978","3","2","1","1","2","3","unacc"
"980","3","2","1","1","3","2","unacc"
"981","3","2","1","1","3","3","unacc"
"982","3","2","1","2","1","1","unacc"
"983","3","2","1","2","1","2","unacc"
"984","3","2","1","2","1","3","acc"
"985","3","2","1","2","2","1","unacc"
"986","3","2","1","2","2","2","unacc"
"987","3","2","1","2","2","3","acc"
"988","3","2","1","2","3","1","unacc"
"989","3","2","1","2","3","2","acc"
"990","3","2","1","2","3","3","acc"
"991","3","2","1","3","1","1","unacc"
"992","3","2","1","3","1","2","unacc"
"993","3","2","1","3","1","3","unacc"
"994","3","2","1","3","2","1","unacc"
"996","3","2","1","3","2","3","acc"
"998","3","2","1","3","3","2","acc"
"999","3","2","1","3","3","3","acc"
"1001","3","2","2","1","1","2","unacc"
"1004","3","2","2","1","2","2","unacc"
"1005","3","2","2","1","2","3","unacc"
"1006","3","2","2","1","3","1","unacc"
"1007","3","2","2","1","3","2","unacc"
"1008","3","2","2","1","3","3","unacc"
"1009","3","2","2","2","1","1","unacc"
"1010","3","2","2","2","1","2","unacc"
"1011","3","2","2","2","1","3","acc"
"1012","3","2","2","2","2","1","unacc"
"1013","3","2","2","2","2","2","unacc"
"1014","3","2","2","2","2","3","acc"
"1016","3","2","2","2","3","2","acc"
"1017","3","2","2","2","3","3","acc"
"1019","3","2","2","3","1","2","unacc"
"1020","3","2","2","3","1","3","acc"
"1021","3","2","2","3","2","1","unacc"
"1023","3","2","2","3","2","3","acc"
"1024","3","2","2","3","3","1","unacc"
"1025","3","2","2","3","3","2","acc"
"1026","3","2","2","3","3","3","acc"
"1027","3","2","3","1","1","1","unacc"
"1028","3","2","3","1","1","2","unacc"
"1029","3","2","3","1","1","3","unacc"
"1030","3","2","3","1","2","1","unacc"
"1032","3","2","3","1","2","3","unacc"
"1033","3","2","3","1","3","1","unacc"
"1034","3","2","3","1","3","2","unacc"
"1035","3","2","3","1","3","3","unacc"
"1036","3","2","3","2","1","1","unacc"
"1038","3","2","3","2","1","3","acc"
"1039","3","2","3","2","2","1","unacc"
"1040","3","2","3","2","2","2","acc"
"1043","3","2","3","2","3","2","acc"
"1044","3","2","3","2","3","3","acc"
"1045","3","2","3","3","1","1","unacc"
"1046","3","2","3","3","1","2","unacc"
"1047","3","2","3","3","1","3","acc"
"1048","3","2","3","3","2","1","unacc"
"1049","3","2","3","3","2","2","acc"
"1050","3","2","3","3","2","3","acc"
"1051","3","2","3","3","3","1","unacc"
"1052","3","2","3","3","3","2","acc"
"1053","3","2","3","3","3","3","acc"
"1054","3","2","4","1","1","1","unacc"
"1055","3","2","4","1","1","2","unacc"
"1057","3","2","4","1","2","1","unacc"
"1058","3","2","4","1","2","2","unacc"
"1059","3","2","4","1","2","3","unacc"
"1060","3","2","4","1","3","1","unacc"
"1061","3","2","4","1","3","2","unacc"
"1062","3","2","4","1","3","3","unacc"
"1063","3","2","4","2","1","1","unacc"
"1064","3","2","4","2","1","2","unacc"
"1065","3","2","4","2","1","3","acc"
"1067","3","2","4","2","2","2","acc"
"1070","3","2","4","2","3","2","acc"
"1071","3","2","4","2","3","3","acc"
"1073","3","2","4","3","1","2","unacc"
"1074","3","2","4","3","1","3","acc"
"1075","3","2","4","3","2","1","unacc"
"1077","3","2","4","3","2","3","acc"
"1078","3","2","4","3","3","1","unacc"
"1079","3","2","4","3","3","2","acc"
"1080","3","2","4","3","3","3","acc"
"1081","3","3","1","1","1","1","unacc"
"1082","3","3","1","1","1","2","unacc"
"1083","3","3","1","1","1","3","unacc"
"1084","3","3","1","1","2","1","unacc"
"1085","3","3","1","1","2","2","unacc"
"1086","3","3","1","1","2","3","unacc"
"1087","3","3","1","1","3","1","unacc"
"1088","3","3","1","1","3","2","unacc"
"1089","3","3","1","1","3","3","unacc"
"1090","3","3","1","2","1","1","unacc"
"1091","3","3","1","2","1","2","acc"
"1092","3","3","1","2","1","3","acc"
"1093","3","3","1","2","2","1","unacc"
"1094","3","3","1","2","2","2","acc"
"1095","3","3","1","2","2","3","acc"
"1096","3","3","1","2","3","1","unacc"
"1097","3","3","1","2","3","2","acc"
"1098","3","3","1","2","3","3","vgood"
"1099","3","3","1","3","1","1","unacc"
"1100","3","3","1","3","1","2","unacc"
"1101","3","3","1","3","1","3","unacc"
"1103","3","3","1","3","2","2","acc"
"1105","3","3","1","3","3","1","unacc"
"1106","3","3","1","3","3","2","acc"
"1107","3","3","1","3","3","3","vgood"
"1109","3","3","2","1","1","2","unacc"
"1110","3","3","2","1","1","3","unacc"
"1111","3","3","2","1","2","1","unacc"
"1112","3","3","2","1","2","2","unacc"
"1113","3","3","2","1","2","3","unacc"
"1114","3","3","2","1","3","1","unacc"
"1115","3","3","2","1","3","2","unacc"
"1118","3","3","2","2","1","2","acc"
"1119","3","3","2","2","1","3","acc"
"1120","3","3","2","2","2","1","unacc"
"1121","3","3","2","2","2","2","acc"
"1122","3","3","2","2","2","3","acc"
"1123","3","3","2","2","3","1","unacc"
"1124","3","3","2","2","3","2","acc"
"1125","3","3","2","2","3","3","vgood"
"1126","3","3","2","3","1","1","unacc"
"1128","3","3","2","3","1","3","acc"
"1129","3","3","2","3","2","1","unacc"
"1130","3","3","2","3","2","2","acc"
"1132","3","3","2","3","3","1","unacc"
"1133","3","3","2","3","3","2","acc"
"1134","3","3","2","3","3","3","vgood"
"1136","3","3","3","1","1","2","unacc"
"1137","3","3","3","1","1","3","unacc"
"1138","3","3","3","1","2","1","unacc"
"1139","3","3","3","1","2","2","unacc"
"1141","3","3","3","1","3","1","unacc"
"1142","3","3","3","1","3","2","unacc"
"1143","3","3","3","1","3","3","unacc"
"1144","3","3","3","2","1","1","unacc"
"1145","3","3","3","2","1","2","acc"
"1146","3","3","3","2","1","3","acc"
"1147","3","3","3","2","2","1","unacc"
"1148","3","3","3","2","2","2","acc"
"1149","3","3","3","2","2","3","vgood"
"1150","3","3","3","2","3","1","unacc"
"1151","3","3","3","2","3","2","acc"
"1153","3","3","3","3","1","1","unacc"
"1154","3","3","3","3","1","2","acc"
"1155","3","3","3","3","1","3","acc"
"1156","3","3","3","3","2","1","unacc"
"1157","3","3","3","3","2","2","acc"
"1158","3","3","3","3","2","3","vgood"
"1159","3","3","3","3","3","1","unacc"
"1160","3","3","3","3","3","2","acc"
"1161","3","3","3","3","3","3","vgood"
"1163","3","3","4","1","1","2","unacc"
"1164","3","3","4","1","1","3","unacc"
"1165","3","3","4","1","2","1","unacc"
"1166","3","3","4","1","2","2","unacc"
"1167","3","3","4","1","2","3","unacc"
"1169","3","3","4","1","3","2","unacc"
"1172","3","3","4","2","1","2","acc"
"1173","3","3","4","2","1","3","acc"
"1174","3","3","4","2","2","1","unacc"
"1175","3","3","4","2","2","2","acc"
"1178","3","3","4","2","3","2","acc"
"1179","3","3","4","2","3","3","vgood"
"1180","3","3","4","3","1","1","unacc"
"1181","3","3","4","3","1","2","acc"
"1182","3","3","4","3","1","3","acc"
"1183","3","3","4","3","2","1","unacc"
"1184","3","3","4","3","2","2","acc"
"1185","3","3","4","3","2","3","vgood"
"1186","3","3","4","3","3","1","unacc"
"1188","3","3","4","3","3","3","vgood"
"1189","3","4","1","1","1","1","unacc"
"1190","3","4","1","1","1","2","unacc"
"1191","3","4","1","1","1","3","unacc"
"1193","3","4","1","1","2","2","unacc"
"1194","3","4","1","1","2","3","unacc"
"1195","3","4","1","1","3","1","unacc"
"1196","3","4","1","1","3","2","unacc"
"1198","3","4","1","2","1","1","unacc"
"1199","3","4","1","2","1","2","acc"
"1200","3","4","1","2","1","3","good"
"1201","3","4","1","2","2","1","unacc"
"1203","3","4","1","2","2","3","good"
"1204","3","4","1","2","3","1","unacc"
"1205","3","4","1","2","3","2","good"
"1206","3","4","1","2","3","3","vgood"
"1208","3","4","1","3","1","2","unacc"
"1209","3","4","1","3","1","3","unacc"
"1210","3","4","1","3","2","1","unacc"
"1211","3","4","1","3","2","2","acc"
"1213","3","4","1","3","3","1","unacc"
"1214","3","4","1","3","3","2","good"
"1215","3","4","1","3","3","3","vgood"
"1216","3","4","2","1","1","1","unacc"
"1217","3","4","2","1","1","2","unacc"
"1218","3","4","2","1","1","3","unacc"
"1219","3","4","2","1","2","1","unacc"
"1220","3","4","2","1","2","2","unacc"
"1221","3","4","2","1","2","3","unacc"
"1222","3","4","2","1","3","1","unacc"
"1223","3","4","2","1","3","2","unacc"
"1224","3","4","2","1","3","3","unacc"
"1225","3","4","2","2","1","1","unacc"
"1226","3","4","2","2","1","2","acc"
"1227","3","4","2","2","1","3","good"
"1228","3","4","2","2","2","1","unacc"
"1230","3","4","2","2","2","3","good"
"1231","3","4","2","2","3","1","unacc"
"1232","3","4","2","2","3","2","good"
"1233","3","4","2","2","3","3","vgood"
"1234","3","4","2","3","1","1","unacc"
"1235","3","4","2","3","1","2","acc"
"1236","3","4","2","3","1","3","good"
"1237","3","4","2","3","2","1","unacc"
"1238","3","4","2","3","2","2","good"
"1239","3","4","2","3","2","3","vgood"
"1240","3","4","2","3","3","1","unacc"
"1241","3","4","2","3","3","2","good"
"1242","3","4","2","3","3","3","vgood"
"1243","3","4","3","1","1","1","unacc"
"1247","3","4","3","1","2","2","unacc"
"1249","3","4","3","1","3","1","unacc"
"1251","3","4","3","1","3","3","unacc"
"1252","3","4","3","2","1","1","unacc"
"1253","3","4","3","2","1","2","acc"
"1255","3","4","3","2","2","1","unacc"
"1257","3","4","3","2","2","3","vgood"
"1258","3","4","3","2","3","1","unacc"
"1259","3","4","3","2","3","2","good"
"1260","3","4","3","2","3","3","vgood"
"1261","3","4","3","3","1","1","unacc"
"1262","3","4","3","3","1","2","acc"
"1263","3","4","3","3","1","3","good"
"1264","3","4","3","3","2","1","unacc"
"1265","3","4","3","3","2","2","good"
"1266","3","4","3","3","2","3","vgood"
"1267","3","4","3","3","3","1","unacc"
"1269","3","4","3","3","3","3","vgood"
"1271","3","4","4","1","1","2","unacc"
"1273","3","4","4","1","2","1","unacc"
"1274","3","4","4","1","2","2","unacc"
"1276","3","4","4","1","3","1","unacc"
"1278","3","4","4","1","3","3","unacc"
"1279","3","4","4","2","1","1","unacc"
"1280","3","4","4","2","1","2","acc"
"1281","3","4","4","2","1","3","good"
"1282","3","4","4","2","2","1","unacc"
"1283","3","4","4","2","2","2","good"
"1284","3","4","4","2","2","3","vgood"
"1285","3","4","4","2","3","1","unacc"
"1287","3","4","4","2","3","3","vgood"
"1289","3","4","4","3","1","2","acc"
"1290","3","4","4","3","1","3","good"
"1291","3","4","4","3","2","1","unacc"
"1292","3","4","4","3","2","2","good"
"1293","3","4","4","3","2","3","vgood"
"1295","3","4","4","3","3","2","good"
"1296","3","4","4","3","3","3","vgood"
"1298","4","1","1","1","1","2","unacc"
"1299","4","1","1","1","1","3","unacc"
"1302","4","1","1","1","2","3","unacc"
"1303","4","1","1","1","3","1","unacc"
"1304","4","1","1","1","3","2","unacc"
"1305","4","1","1","1","3","3","unacc"
"1306","4","1","1","2","1","1","unacc"
"1309","4","1","1","2","2","1","unacc"
"1311","4","1","1","2","2","3","acc"
"1312","4","1","1","2","3","1","unacc"
"1314","4","1","1","2","3","3","acc"
"1315","4","1","1","3","1","1","unacc"
"1316","4","1","1","3","1","2","unacc"
"1317","4","1","1","3","1","3","unacc"
"1318","4","1","1","3","2","1","unacc"
"1319","4","1","1","3","2","2","unacc"
"1320","4","1","1","3","2","3","acc"
"1321","4","1","1","3","3","1","unacc"
"1322","4","1","1","3","3","2","acc"
"1323","4","1","1","3","3","3","acc"
"1324","4","1","2","1","1","1","unacc"
"1325","4","1","2","1","1","2","unacc"
"1327","4","1","2","1","2","1","unacc"
"1328","4","1","2","1","2","2","unacc"
"1330","4","1","2","1","3","1","unacc"
"1332","4","1","2","1","3","3","unacc"
"1333","4","1","2","2","1","1","unacc"
"1334","4","1","2","2","1","2","unacc"
"1335","4","1","2","2","1","3","acc"
"1336","4","1","2","2","2","1","unacc"
"1337","4","1","2","2","2","2","unacc"
"1338","4","1","2","2","2","3","acc"
"1339","4","1","2","2","3","1","unacc"
"1340","4","1","2","2","3","2","acc"
"1341","4","1","2","2","3","3","acc"
"1342","4","1","2","3","1","1","unacc"
"1343","4","1","2","3","1","2","unacc"
"1344","4","1","2","3","1","3","acc"
"1345","4","1","2","3","2","1","unacc"
"1346","4","1","2","3","2","2","acc"
"1347","4","1","2","3","2","3","acc"
"1348","4","1","2","3","3","1","unacc"
"1349","4","1","2","3","3","2","acc"
"1353","4","1","3","1","1","3","unacc"
"1354","4","1","3","1","2","1","unacc"
"1355","4","1","3","1","2","2","unacc"
"1357","4","1","3","1","3","1","unacc"
"1358","4","1","3","1","3","2","unacc"
"1362","4","1","3","2","1","3","acc"
"1363","4","1","3","2","2","1","unacc"
"1367","4","1","3","2","3","2","acc"
"1368","4","1","3","2","3","3","acc"
"1369","4","1","3","3","1","1","unacc"
"1371","4","1","3","3","1","3","acc"
"1372","4","1","3","3","2","1","unacc"
"1373","4","1","3","3","2","2","acc"
"1374","4","1","3","3","2","3","acc"
"1375","4","1","3","3","3","1","unacc"
"1376","4","1","3","3","3","2","acc"
"1378","4","1","4","1","1","1","unacc"
"1379","4","1","4","1","1","2","unacc"
"1380","4","1","4","1","1","3","unacc"
"1381","4","1","4","1","2","1","unacc"
"1383","4","1","4","1","2","3","unacc"
"1384","4","1","4","1","3","1","unacc"
"1385","4","1","4","1","3","2","unacc"
"1386","4","1","4","1","3","3","unacc"
"1387","4","1","4","2","1","1","unacc"
"1388","4","1","4","2","1","2","unacc"
"1390","4","1","4","2","2","1","unacc"
"1391","4","1","4","2","2","2","acc"
"1392","4","1","4","2","2","3","acc"
"1393","4","1","4","2","3","1","unacc"
"1394","4","1","4","2","3","2","acc"
"1395","4","1","4","2","3","3","acc"
"1396","4","1","4","3","1","1","unacc"
"1397","4","1","4","3","1","2","unacc"
"1398","4","1","4","3","1","3","acc"
"1399","4","1","4","3","2","1","unacc"
"1400","4","1","4","3","2","2","acc"
"1402","4","1","4","3","3","1","unacc"
"1403","4","1","4","3","3","2","acc"
"1404","4","1","4","3","3","3","acc"
"1405","4","2","1","1","1","1","unacc"
"1406","4","2","1","1","1","2","unacc"
"1407","4","2","1","1","1","3","unacc"
"1408","4","2","1","1","2","1","unacc"
"1409","4","2","1","1","2","2","unacc"
"1410","4","2","1","1","2","3","unacc"
"1411","4","2","1","1","3","1","unacc"
"1412","4","2","1","1","3","2","unacc"
"1413","4","2","1","1","3","3","unacc"
"1414","4","2","1","2","1","1","unacc"
"1415","4","2","1","2","1","2","acc"
"1416","4","2","1","2","1","3","acc"
"1417","4","2","1","2","2","1","unacc"
"1418","4","2","1","2","2","2","acc"
"1419","4","2","1","2","2","3","acc"
"1420","4","2","1","2","3","1","unacc"
"1422","4","2","1","2","3","3","vgood"
"1423","4","2","1","3","1","1","unacc"
"1424","4","2","1","3","1","2","unacc"
"1425","4","2","1","3","1","3","unacc"
"1427","4","2","1","3","2","2","acc"
"1428","4","2","1","3","2","3","acc"
"1429","4","2","1","3","3","1","unacc"
"1430","4","2","1","3","3","2","acc"
"1432","4","2","2","1","1","1","unacc"
"1433","4","2","2","1","1","2","unacc"
"1437","4","2","2","1","2","3","unacc"
"1438","4","2","2","1","3","1","unacc"
"1439","4","2","2","1","3","2","unacc"
"1440","4","2","2","1","3","3","unacc"
"1442","4","2","2","2","1","2","acc"
"1444","4","2","2","2","2","1","unacc"
"1445","4","2","2","2","2","2","acc"
"1446","4","2","2","2","2","3","acc"
"1448","4","2","2","2","3","2","acc"
"1449","4","2","2","2","3","3","vgood"
"1450","4","2","2","3","1","1","unacc"
"1452","4","2","2","3","1","3","acc"
"1453","4","2","2","3","2","1","unacc"
"1455","4","2","2","3","2","3","vgood"
"1456","4","2","2","3","3","1","unacc"
"1457","4","2","2","3","3","2","acc"
"1459","4","2","3","1","1","1","unacc"
"1460","4","2","3","1","1","2","unacc"
"1461","4","2","3","1","1","3","unacc"
"1462","4","2","3","1","2","1","unacc"
"1463","4","2","3","1","2","2","unacc"
"1464","4","2","3","1","2","3","unacc"
"1465","4","2","3","1","3","1","unacc"
"1467","4","2","3","1","3","3","unacc"
"1469","4","2","3","2","1","2","acc"
"1470","4","2","3","2","1","3","acc"
"1471","4","2","3","2","2","1","unacc"
"1472","4","2","3","2","2","2","acc"
"1474","4","2","3","2","3","1","unacc"
"1475","4","2","3","2","3","2","acc"
"1476","4","2","3","2","3","3","vgood"
"1477","4","2","3","3","1","1","unacc"
"1478","4","2","3","3","1","2","acc"
"1479","4","2","3","3","1","3","acc"
"1480","4","2","3","3","2","1","unacc"
"1481","4","2","3","3","2","2","acc"
"1482","4","2","3","3","2","3","vgood"
"1483","4","2","3","3","3","1","unacc"
"1484","4","2","3","3","3","2","acc"
"1485","4","2","3","3","3","3","vgood"
"1488","4","2","4","1","1","3","unacc"
"1489","4","2","4","1","2","1","unacc"
"1490","4","2","4","1","2","2","unacc"
"1492","4","2","4","1","3","1","unacc"
"1494","4","2","4","1","3","3","unacc"
"1495","4","2","4","2","1","1","unacc"
"1497","4","2","4","2","1","3","acc"
"1498","4","2","4","2","2","1","unacc"
"1499","4","2","4","2","2","2","acc"
"1500","4","2","4","2","2","3","vgood"
"1501","4","2","4","2","3","1","unacc"
"1502","4","2","4","2","3","2","acc"
"1503","4","2","4","2","3","3","vgood"
"1505","4","2","4","3","1","2","acc"
"1506","4","2","4","3","1","3","acc"
"1509","4","2","4","3","2","3","vgood"
"1510","4","2","4","3","3","1","unacc"
"1511","4","2","4","3","3","2","acc"
"1512","4","2","4","3","3","3","vgood"
"1513","4","3","1","1","1","1","unacc"
"1514","4","3","1","1","1","2","unacc"
"1515","4","3","1","1","1","3","unacc"
"1516","4","3","1","1","2","1","unacc"
"1517","4","3","1","1","2","2","unacc"
"1518","4","3","1","1","2","3","unacc"
"1519","4","3","1","1","3","1","unacc"
"1520","4","3","1","1","3","2","unacc"
"1521","4","3","1","1","3","3","unacc"
"1522","4","3","1","2","1","1","unacc"
"1523","4","3","1","2","1","2","acc"
"1524","4","3","1","2","1","3","good"
"1525","4","3","1","2","2","1","unacc"
"1526","4","3","1","2","2","2","acc"
"1527","4","3","1","2","2","3","good"
"1528","4","3","1","2","3","1","unacc"
"1529","4","3","1","2","3","2","good"
"1531","4","3","1","3","1","1","unacc"
"1532","4","3","1","3","1","2","unacc"
"1533","4","3","1","3","1","3","unacc"
"1534","4","3","1","3","2","1","unacc"
"1535","4","3","1","3","2","2","acc"
"1536","4","3","1","3","2","3","good"
"1538","4","3","1","3","3","2","good"
"1540","4","3","2","1","1","1","unacc"
"1541","4","3","2","1","1","2","unacc"
"1542","4","3","2","1","1","3","unacc"
"1543","4","3","2","1","2","1","unacc"
"1544","4","3","2","1","2","2","unacc"
"1545","4","3","2","1","2","3","unacc"
"1546","4","3","2","1","3","1","unacc"
"1547","4","3","2","1","3","2","unacc"
"1548","4","3","2","1","3","3","unacc"
"1550","4","3","2","2","1","2","acc"
"1551","4","3","2","2","1","3","good"
"1552","4","3","2","2","2","1","unacc"
"1553","4","3","2","2","2","2","acc"
"1554","4","3","2","2","2","3","good"
"1555","4","3","2","2","3","1","unacc"
"1556","4","3","2","2","3","2","good"
"1557","4","3","2","2","3","3","vgood"
"1558","4","3","2","3","1","1","unacc"
"1560","4","3","2","3","1","3","good"
"1561","4","3","2","3","2","1","unacc"
"1562","4","3","2","3","2","2","good"
"1563","4","3","2","3","2","3","vgood"
"1564","4","3","2","3","3","1","unacc"
"1566","4","3","2","3","3","3","vgood"
"1567","4","3","3","1","1","1","unacc"
"1569","4","3","3","1","1","3","unacc"
"1570","4","3","3","1","2","1","unacc"
"1571","4","3","3","1","2","2","unacc"
"1572","4","3","3","1","2","3","unacc"
"1573","4","3","3","1","3","1","unacc"
"1574","4","3","3","1","3","2","unacc"
"1575","4","3","3","1","3","3","unacc"
"1576","4","3","3","2","1","1","unacc"
"1577","4","3","3","2","1","2","acc"
"1578","4","3","3","2","1","3","good"
"1579","4","3","3","2","2","1","unacc"
"1581","4","3","3","2","2","3","vgood"
"1582","4","3","3","2","3","1","unacc"
"1583","4","3","3","2","3","2","good"
"1584","4","3","3","2","3","3","vgood"
"1585","4","3","3","3","1","1","unacc"
"1587","4","3","3","3","1","3","good"
"1588","4","3","3","3","2","1","unacc"
"1589","4","3","3","3","2","2","good"
"1590","4","3","3","3","2","3","vgood"
"1591","4","3","3","3","3","1","unacc"
"1592","4","3","3","3","3","2","good"
"1593","4","3","3","3","3","3","vgood"
"1594","4","3","4","1","1","1","unacc"
"1595","4","3","4","1","1","2","unacc"
"1596","4","3","4","1","1","3","unacc"
"1597","4","3","4","1","2","1","unacc"
"1600","4","3","4","1","3","1","unacc"
"1602","4","3","4","1","3","3","unacc"
"1604","4","3","4","2","1","2","acc"
"1605","4","3","4","2","1","3","good"
"1606","4","3","4","2","2","1","unacc"
"1607","4","3","4","2","2","2","good"
"1608","4","3","4","2","2","3","vgood"
"1609","4","3","4","2","3","1","unacc"
"1610","4","3","4","2","3","2","good"
"1613","4","3","4","3","1","2","acc"
"1616","4","3","4","3","2","2","good"
"1618","4","3","4","3","3","1","unacc"
"1619","4","3","4","3","3","2","good"
"1621","4","4","1","1","1","1","unacc"
"1622","4","4","1","1","1","2","unacc"
"1623","4","4","1","1","1","3","unacc"
"1625","4","4","1","1","2","2","unacc"
"1626","4","4","1","1","2","3","unacc"
"1627","4","4","1","1","3","1","unacc"
"1628","4","4","1","1","3","2","unacc"
"1629","4","4","1","1","3","3","unacc"
"1630","4","4","1","2","1","1","unacc"
"1631","4","4","1","2","1","2","acc"
"1632","4","4","1","2","1","3","good"
"1633","4","4","1","2","2","1","unacc"
"1635","4","4","1","2","2","3","good"
"1636","4","4","1","2","3","1","unacc"
"1637","4","4","1","2","3","2","good"
"1638","4","4","1","2","3","3","vgood"
"1639","4","4","1","3","1","1","unacc"
"1640","4","4","1","3","1","2","unacc"
"1641","4","4","1","3","1","3","unacc"
"1643","4","4","1","3","2","2","acc"
"1645","4","4","1","3","3","1","unacc"
"1647","4","4","1","3","3","3","vgood"
"1648","4","4","2","1","1","1","unacc"
"1650","4","4","2","1","1","3","unacc"
"1651","4","4","2","1","2","1","unacc"
"1652","4","4","2","1","2","2","unacc"
"1654","4","4","2","1","3","1","unacc"
"1655","4","4","2","1","3","2","unacc"
"1656","4","4","2","1","3","3","unacc"
"1657","4","4","2","2","1","1","unacc"
"1658","4","4","2","2","1","2","acc"
"1660","4","4","2","2","2","1","unacc"
"1661","4","4","2","2","2","2","acc"
"1662","4","4","2","2","2","3","good"
"1663","4","4","2","2","3","1","unacc"
"1665","4","4","2","2","3","3","vgood"
"1667","4","4","2","3","1","2","acc"
"1668","4","4","2","3","1","3","good"
"1670","4","4","2","3","2","2","good"
"1671","4","4","2","3","2","3","vgood"
"1673","4","4","2","3","3","2","good"
"1675","4","4","3","1","1","1","unacc"
"1676","4","4","3","1","1","2","unacc"
"1677","4","4","3","1","1","3","unacc"
"1680","4","4","3","1","2","3","unacc"
"1681","4","4","3","1","3","1","unacc"
"1683","4","4","3","1","3","3","unacc"
"1684","4","4","3","2","1","1","unacc"
"1685","4","4","3","2","1","2","acc"
"1686","4","4","3","2","1","3","good"
"1687","4","4","3","2","2","1","unacc"
"1688","4","4","3","2","2","2","good"
"1689","4","4","3","2","2","3","vgood"
"1690","4","4","3","2","3","1","unacc"
"1692","4","4","3","2","3","3","vgood"
"1693","4","4","3","3","1","1","unacc"
"1694","4","4","3","3","1","2","acc"
"1695","4","4","3","3","1","3","good"
"1696","4","4","3","3","2","1","unacc"
"1697","4","4","3","3","2","2","good"
"1698","4","4","3","3","2","3","vgood"
"1699","4","4","3","3","3","1","unacc"
"1700","4","4","3","3","3","2","good"
"1701","4","4","3","3","3","3","vgood"
"1702","4","4","4","1","1","1","unacc"
"1703","4","4","4","1","1","2","unacc"
"1704","4","4","4","1","1","3","unacc"
"1705","4","4","4","1","2","1","unacc"
"1706","4","4","4","1","2","2","unacc"
"1707","4","4","4","1","2","3","unacc"
"1708","4","4","4","1","3","1","unacc"
"1709","4","4","4","1","3","2","unacc"
"1712","4","4","4","2","1","2","acc"
"1713","4","4","4","2","1","3","good"
"1714","4","4","4","2","2","1","unacc"
"1715","4","4","4","2","2","2","good"
"1716","4","4","4","2","2","3","vgood"
"1717","4","4","4","2","3","1","unacc"
"1718","4","4","4","2","3","2","good"
"1719","4","4","4","2","3","3","vgood"
"1721","4","4","4","3","1","2","acc"
"1722","4","4","4","3","1","3","good"
"1723","4","4","4","3","2","1","unacc"
"1724","4","4","4","3","2","2","good"
"1725","4","4","4","3","2","3","vgood"
"1726","4","4","4","3","3","1","unacc"
"1727","4","4","4","3","3","2","good"
